안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
(부천시)색연필문구점,032-328-7774,경기도 부천시 원미구 부흥로 71,경기도 부천시 원미구 상동 571-4번지 백송마을 상가 102호,37.4986056405,126.7496751569,S
(부천시)송림마트,032-323-8464,경기도 부천시 원미구 부흥로 2,경기도 부천시 원미구 상동 573-2번지 송림프라자 102호,37.4970017272,126.7426885952,S
(부천시)커피에반하다 목련마을점,032-327-9640,경기도 부천시 원미구 신상로 91,경기도 부천시 원미구 상동 589-1번지 목련마을 상가 103호,37.4954467576,126.7476026295,S
(부천시)상동세종약국,032-328-3560,경기도 부천시 원미구 상이로 43,경기도 부천시 원미구 상동 600-6번지,37.4927092472,126.7437726556,S
(부천시)만물슈퍼,032-611-4052,경기도 부천시 원미구 부일로505번길 12,경기도 부천시 원미구 심곡동 138-4번지 1층,37.4858557814,126.7867334777,S
(부천시)이화약국,032-652-8684,경기도 부천시 원미구 장말로 294,경기도 부천시 원미구 심곡동 326번지 1층,37.4911992324,126.7746354657,S
(부천시)원미8080마트,032-613-8080,경기도 부천시 원미구 조마루로358번길 17,경기도 부천시 원미구 심곡동 33번지,37.4975984112,126.7834315646,S
(부천시)심곡동우체국,032-215-9978,경기도 부천시 원미구 부일로 412,경기도 부천시 원미구 심곡동 360-22번지 1층,37.4866908864,126.7758441180,S
(부천시)HY 심곡점,032-656-7581,경기도 부천시 원미구 부흥로374번길 25-5,경기도 부천시 원미구 심곡동 366-4번지,37.4908072528,126.7827724882,S
(부천시)코사나들가게,032-614-4561,경기도 부천시 원미구 신흥로112번길 28,경기도 부천시 원미구 심곡동 440-3번지 1층,37.4933581254,126.7798182215,S
(부천시)원미센타약국,032-668-7313,경기도 부천시 원미구 부천로 107,경기도 부천시 원미구 심곡동 93-13번지,37.4938200949,126.7846441473,S
(부천시)HY( 한국야쿠르트) 약대점,032-678-2174,,경기도 부천시 원미구 약대동 175 A동호 (도약로207번길 12),,,F
(부천시)CU역곡은하점,032-351-6307,경기도 부천시 원미구 역곡로20번길 49,경기도 부천시 원미구 역곡동 109-19번지 은하빌딩 1층,37.4878802761,126.8135223379,S
(부천시)한국마트,032-344-3570,경기도 부천시 원미구 안곡로 292,경기도 부천시 원미구 역곡동 212-2번지,37.4921581788,126.8129175814,S
(부천시)한국공인중개사사무소,032-344-8944,경기도 부천시 원미구 안곡로 292,경기도 부천시 원미구 역곡동 212-2번지 한국아파트 상가동 109호,37.4921581788,126.8129175814,S
(부천시)CU편의점(역곡2동점),032-341-0510,경기도 부천시 원미구 부일로 711,경기도 부천시 원미구 역곡동 50-2번지 1층,37.4851664952,126.8087626022,S
(부천시)이마트24 R역곡센트레빌,032-000-0000,경기도 부천시 원미구 지봉로63번길 20,경기도 부천시 원미구 역곡동 63-10번지 1층,37.4876211471,126.8061949184,S
(부천시)코사마트역곡점,032-342-5400,경기도 부천시 원미구 지봉로107번길 21,경기도 부천시 원미구 역곡동 86번지 역곡1동 86 뉴목화타운 가-101,37.4891967497,126.8105127045,S
(부천시)창대마트,032-657-7388,경기도 부천시 원미구 원미로198번길 19,경기도 부천시 원미구 원미동 10-17번지 정든마을 1층,37.4997724871,126.7942149188,S
(부천시)CU편의점(원미사랑점),032-655-0388,경기도 부천시 원미구 조종로 27,경기도 부천시 원미구 원미동 103-10번지 1층,37.4932535928,126.7878509146,S
(부천시)유림약국,032-665-3793,경기도 부천시 원미구 원미로 111,경기도 부천시 원미구 원미동 115-1번지 유림연립 1층,37.4922962531,126.7905296596,S
(부천시)캔디문구,032-611-2813,경기도 부천시 원미구 조종로 32,경기도 부천시 원미구 원미동 122-5번지 1층,37.4929132811,126.7882161360,S
(부천시)부천메디칼약국,032-611-4040,경기도 부천시 원미구 부천로90번길 8,경기도 부천시 원미구 원미동 137-2번지 1층,37.4920364165,126.7848082164,S
(부천시)한빛약국,032-611-6330,경기도 부천시 원미구 원미로143번길 12,경기도 부천시 원미구 원미동 54-18번지 1층,37.4955531319,126.7910305414,S
(부천시)CU부천원미점,032-653-6545,경기도 부천시 원미구 원미로 143,경기도 부천시 원미구 원미동 54-25번지,37.4954745262,126.7914498499,S
(부천시)풍전슈퍼,032-644-8909,경기도 부천시 원미구 조마루로 428,경기도 부천시 원미구 원미동 55-1번지 1층,37.4970862211,126.7911631142,S
(부천시)천지약국,032-651-5872,경기도 부천시 원미구 원미로 141,경기도 부천시 원미구 원미동 77-9번지,37.4952579433,126.7914066460,S
(부천시)CU부천시청점,032-000-0000,경기도 부천시 원미구 길주로 199,경기도 부천시 원미구 중동 1033-3번지 굿모닝프라자 117호,37.5050456251,126.7647035830,S
(부천시)글로리아문구,032-325-4024,경기도 부천시 원미구 계남로 165,경기도 부천시 원미구 중동 1039-1번지 주공 상가 104호,37.5076212523,126.7672466871,S
(부천시)GS25중동덕유점,,경기도 부천시 원미구 중동로 329,경기도 부천시 원미구 중동 1040-5번지 덕유마을주공3아파트 105호,37.5092840022,126.7693915306,S
(부천시)사랑약국,032-322-6036,경기도 부천시 원미구 중동로 326,경기도 부천시 원미구 중동 1051-1번지 1층,37.5087740432,126.7700074880,S
(부천시)부천중3동우체국,032-324-0005,경기도 부천시 원미구 계남로 211,경기도 부천시 원미구 중동 1051-4번지,37.5072664246,126.7725452686,S
(부천시)이플러스마트,032-326-3438,경기도 부천시 원미구 계남로 202,경기도 부천시 원미구 중동 1052-3번지 1층,37.5070754928,126.7708160310,S
(부천시)금동마트,032-324-6942,경기도 부천시 원미구 중동로280번길 61,경기도 부천시 원미구 중동 1054번지 1층,37.5044275608,126.7726067575,S
(부천시)부천보룡약국,032-321-4536,경기도 부천시 원미구 계남로242번길 35-4,경기도 부천시 원미구 중동 1066번지 1층,37.5050101258,126.7764704953,S
(부천시)주연테크컴퓨터,032-323-8119,경기도 부천시 원미구 계남로334번길 33-4,경기도 부천시 원미구 중동 1096-13번지,37.5007749769,126.7810932799,S
(부천시)심원모닝아트문구점,032-666-2737,경기도 부천시 원미구 계남로346번길 40,경기도 부천시 원미구 중동 1096-6번지 1층,37.5000449964,126.7811115921,S
(부천시)중동종로약국,032-329-8006,경기도 부천시 원미구 부흥로303번길 36,경기도 부천시 원미구 중동 1123번지 금호프라자 1층,37.4963647019,126.7762258471,S
(부천시)GS 중동공원점,032-323-6399,경기도 부천시 원미구 소향로 149,경기도 부천시 원미구 중동 1160-3번지 필레오트윈파크 B동 112호,37.5021760657,126.7641773609,S
(부천시)메디팜 포도마을약국,032-321-6451,경기도 부천시 원미구 조마루로 137,경기도 부천시 원미구 중동 1170번지 삼보상가 101호,37.4999283454,126.7593121032,S
(부천시)홍진김밥,032-324-2997,,경기도 부천시 원미구 중동 1170번지 포도마을,37.5004056041,126.7592395089,S
(부천시)포도할인마트,032-322-1031,,경기도 부천시 원미구 중동 1171번지 포도마을,37.5009416709,126.7613611289,S
(부천시)이마트24부천샤인점,032-323-0901,경기도 부천시 원미구 소향로 228,경기도 부천시 원미구 중동 1179번지 미리내마을 제1층 상가 108호,37.5005081183,126.7728371086,S
(부천시)한우축산무할인매장,032-326-8787,경기도 부천시 원미구 조마루로 246,경기도 부천시 원미구 중동 1182번지 1층,37.4979189831,126.7710068951,S
(부천시)그린타운써브공인중개사,032-322-7000,경기도 부천시 원미구 부흥로303번길 43,경기도 부천시 원미구 중동 1185-2번지,37.4962616766,126.7755933310,S
(부천시)메디안약국,032-668-7711,경기도 부천시 원미구 중동로 162,경기도 부천시 원미구 중동 1186번지 1층,37.4943187343,126.7674671767,S
(부천시)복사골문구점,032-654-6444,경기도 부천시 원미구 중동로 162,경기도 부천시 원미구 중동 1186번지 복사골 상가 103호,37.4943187343,126.7674671767,S
(부천시)GS25시 중동본점,032-657-6945,경기도 부천시 원미구 심중로114번길 35,경기도 부천시 원미구 중동 1203-7번지 1층,37.4930685392,126.7722757610,S
(부천시)최재연헤어모드,032-612-9767,경기도 부천시 원미구 심중로132번길 38,경기도 부천시 원미구 중동 1204-11번지 1층,37.4945034092,126.7725559610,S
(부천시)밥토리,032-000-0000,경기도 부천시 원미구 부일로 341,경기도 부천시 원미구 중동 1289번지 팰리스카운티중앙상가 116호,37.4883836219,126.7682377631,S
(부천시)뚜레쥬르 중동래미안점,032-674-7973,경기도 부천시 원미구 신흥로276번길 15,경기도 부천시 원미구 중동 1293-1번지 래미안부천중동단지 103호,37.5084787891,126.7762220399,S
(부천시)우리문구사,032-653-0410,경기도 부천시 원미구 장말로187번길 31,경기도 부천시 원미구 중동 733-12번지 1층,37.4943808608,126.7629642361,S
(부천시)완도건어물,032-657-4102,경기도 부천시 원미구 장말로199번길 30,경기도 부천시 원미구 중동 736-2번지 시장상가 1층,37.4941375234,126.7644146094,S
(부천시)학생문방구,032-655-8599,경기도 부천시 원미구 심중로27번길 124,경기도 부천시 원미구 중동 819-16번지 1층,37.4870504442,126.7669160355,S
(부천시)이마트24 R춘의역점,032-675-5130,경기도 부천시 원미구 길주로391번길 25,경기도 부천시 원미구 춘의동 137-1번지 1층,37.5045536681,126.7858881004,S
(분당)하나약국,031-716-3459,경기도 성남시 분당구 미금일로 71,경기도 성남시 분당구 구미동 144-4번지,37.3456210895,127.1118182571,S
(분당)GS25 오리역점,031-8022-6004,경기도 성남시 분당구 성남대로43번길 10,경기도 성남시 분당구 구미동 158번지,37.3400283181,127.1078167363,S
(분당)세븐일레븐 오리역점,031-713-4774,경기도 성남시 분당구 성남대로 38,경기도 성남시 분당구 구미동 185-1번지,37.3393124133,127.1093896673,S
(분당)세븐일레븐 분당성우점,031-711-6994,경기도 성남시 분당구 구미로 16,경기도 성남시 분당구 구미동 189-1번지 성우스타우스오피스텔 1층 103호,37.3377132185,127.1109897025,S
(분당)기린약국,031-711-4771,경기도 성남시 분당구 미금로 48,경기도 성남시 분당구 구미동 205-1번지,37.3377133229,127.1165439059,S
(분당)구미동우체국,031-712-3004,경기도 성남시 분당구 돌마로90번길 6-3,경기도 성남시 분당구 구미동 27번지,37.3493699701,127.1115505594,S
(분당)CU 미금먹자골목점,031-711-7162,경기도 성남시 분당구 미금일로86번길 9,경기도 성남시 분당구 구미동 54-12번지,37.3468507312,127.1102199805,S
(분당)미래팜대학약국,031-717-7570,경기도 성남시 분당구 돌마로 46,경기도 성남시 분당구 구미동 7-2번지,37.3496974615,127.1069986696,S
(분당)크린팜대학약국,031-712-4168,,경기도 성남시 분당구 금곡동 132번지 청솔마을,37.3528178302,127.1157105728,S
(분당)GS25 분당성원점,031-717-6395,경기도 성남시 분당구 성남대로 170,경기도 성남시 분당구 금곡동 159번지,37.3511750673,127.1095201615,S
(분당)GS25 미금씨티밸리점,,경기도 성남시 분당구 성남대로171번길 17,경기도 성남시 분당구 금곡동 172번지,37.3511210231,127.1068105923,S
(분당)GS25 분당대덕점,031-711-6070,경기도 성남시 분당구 정자일로 25,경기도 성남시 분당구 금곡동 206번지,37.3524062210,127.1056747664,S
(분당)파리바게트 판교대장점,031-711-9969,경기도 성남시 분당구 판교대장로 92,경기도 성남시 분당구 대장동 627-5 파리바게뜨판교대장점 경기도 성남시 분당구 판교대장로 92,37.3670318637,127.0684429052,S
우프테이블,,경기도 성남시 분당구 동판교로 61,경기도 성남시 분당구 백현동 550번지 1층,37.3884664190,127.1153931303,S
(분당)나라부동산,031-8016-6700,경기도 성남시 분당구 동판교로52번길 5,경기도 성남시 분당구 백현동 604번지,37.3875353299,127.1145732421,S
(분당)아름문구,031-704-0450,경기도 성남시 분당구 장안로52번길 3,경기도 성남시 분당구 분당동 118-1번지,37.3709008768,127.1449714819,S
(분당)라이프마트,031-702-0724,,경기도 성남시 분당구 분당동 34번지 샛별마을라이프아파트,37.3741546863,127.1302055303,S
(분당)부연정육점,031-702-4070,,경기도 성남시 분당구 분당동 39번지 샛별마을삼부아파트,37.3703315107,127.1297838339,S
(분당)GS25 분당샛별마을점,031-705-0219,,경기도 성남시 분당구 분당동 39번지 샛별마을삼부아파트,37.3703315107,127.1297838339,S
(분당)분당우리약국,031-703-5248,경기도 성남시 분당구 장안로 27,경기도 성남시 분당구 분당동 90-6번지,37.3697306265,127.1424923521,S
(분당)삼평동우체국,031-8017-3004,경기도 성남시 분당구 동판교로266번길 20,경기도 성남시 분당구 삼평동 715번지 삼평동우체국,37.4064783490,127.1161372282,S
(분당)CU 동판교골드점,,,경기도 성남시 분당구 삼평동 728번지 봇들마을6단지아파트 제4상가동 101호,37.4003675333,127.1190833939,S
(분당)CU 판교월드마크점,031-702-0135,경기도 성남시 분당구 대왕판교로606번길 58,경기도 성남시 분당구 삼평동 741번지,37.3954464194,127.1136515168,S
(분당)분당우체국,031-725-8000,경기도 성남시 분당구 황새울로 347,경기도 성남시 분당구 서현동 257번지,37.3868871926,127.1232296048,S
(분당)삼성스토어,031-705-5544,경기도 성남시 분당구 황새울로311번길 28,경기도 성남시 분당구 서현동 275번지,37.3860224815,127.1206018998,S
(분당)중앙약국,031-703-7060,경기도 성남시 분당구 돌마로 478,경기도 성남시 분당구 서현동 298-3번지,37.3769951400,127.1334558181,S
